,x,y,w,h,gray,label
1844,97,195,104,50,91.2,0
1845,34,238.5,68,31,159.83,0
1845,241.5,220.5,63,21,71.08,1
1845,186,121.5,78,23,184.25,0
1845,233.5,28.5,63,17,76.96,0
1846,198.5,173,71,26,80.6,1
1846,100,12,78,24,125.06,0
1847,333.5,195,65,22,109.12,1
1847,238,177.5,58,21,64.08,0
1847,182.5,136,59,22,72.16,0
1847,349.37,129.66,89.96,32.83,98.22,0
1848,225,447,56,24,89.69,0
1848,31,193,62,22,177.72,0
1848,212.5,181,87,24,93.93,1
1849,218,213,64,26,138.87,1
1849,109,190,56,24,198.57,0
1849,432.82,115.73,97.22,30.52,155.61,0
1849,382.5,10,81,20,197.72,0
1850,37.5,445,75,28,90.1,0
1850,33,403.5,66,31,102.82,0
1850,163.5,170,85,26,136.9,1
1850,269.5,139,63,20,89.18,0
1850,385,88,52,24,94.03,0
1850,358,45.5,56,23,90.06,0
1851,216.5,184.5,91,23,26.76,1
1851,370.5,135.5,117,35,138.32,0
1851,209.5,128,63,20,24.66,0
1851,75,130.5,68,31,73.57,0
1851,320,34,118,44,166.86,0
1851,122.8,16.34,139.99,31.48,80.85,0
1852,215,211.5,92,23,137.71,1
1852,106.5,188,99,30,93.07,0
1852,409,132,100,46,159.71,0
1852,227.5,73.5,93,45,123.62,0
1852,383.1,28.22,93.87,36.91,161.95,0
1852,201.5,20.5,67,27,124.13,0
1853,443,463,68,32,111.35,0
1853,269.5,230,83,20,66.84,1
1853,367,199,72,28,97.01,0
1854,258.45,229.28,84.4,33.29,48.99,1
1854,109.63,203.33,95.51,41.18,190.61,0
1855,214,206.5,80,23,55.98,1
1855,208.5,176,61,22,24.1,0
1856,272,221,86,24,86.27,1
1856,318.5,139,61,26,86.66,0
1856,441.5,131.5,75,33,88.84,0
1856,318.5,81.5,65,25,89.7,0
1856,418.97,26.42,112.12,42.84,79.73,0
1857,103.81,325.11,103.39,41.73,116.35,0
1857,175.5,199,89,24,165.03,1
1858,235,184.5,76,23,103.59,1
1859,230.5,204.5,85,25,74.13,1
1859,147,193,58,20,110.29,0
1859,448,110.5,50,23,22.22,0
1859,40,77,68,22,230.71,0
1860,122.5,399.5,85,31,104.71,0
1860,89,348,114,36,129.53,0
1860,278,269.5,56,21,160.2,0
1860,272.5,143,77,20,164.9,1
1860,56,95.5,106,37,93.5,0
1860,359.17,51.68,130.15,39.4,149.33,0
1860,322,14,152,28,163.84,0
1860,83,21.5,166,43,111.16,0
1861,331.5,466.5,77,25,90.91,0
1861,108.5,217,53,26,171.36,0
1861,326.5,203,77,20,209.32,1
1861,189.5,183,91,34,129.56,0
1862,261,212.5,62,27,79.28,1
1862,454.5,236.5,111,49,149.32,0
1862,339.27,185.67,95.75,35.45,128.57,0
1862,375,61,56,24,135.47,0
1863,288.54,251.97,130.63,40.03,124.65,1
1864,190,207,86,24,175.87,1
1864,82,194.5,86,35,159.94,0
1864,108,162,80,20,186.96,0
1864,174.5,12.5,55,21,124.25,0
1865,360.5,389,61,28,174.26,0
1865,239.5,176.5,89,25,125.15,1
1865,304,51,60,24,177.07,0
1866,190.5,236,77,24,90.09,1
1866,286.64,209.39,103.09,29.15,117.99,0
1866,391,137.5,106,43,147.98,0
1867,27.5,187,55,24,195.09,0
1867,243.5,142.5,75,23,128.69,1
1868,78.5,412,61,28,211.96,0
1868,257.5,218.5,89,23,86.26,1
1868,364,213.5,118,35,117.23,0
1868,372,182.5,52,21,118.61,0
1868,410.5,20.5,59,21,110.97,0
1869,250,187,98,22,132.16,1
1869,195.5,112.5,59,19,158.57,0
1869,114,82.5,94,27,138.8,0
1870,111.5,315,75,22,176.98,0
1870,280.5,188.5,77,25,83.13,1
1870,469,187.5,57,20,86.03,0
1870,397.26,143.62,124.62,31.39,76.01,0
1870,355,83,56,20,93.54,0
1871,289,235,82,20,56.23,1
1871,279.46,162.7,117.69,25.64,65.1,0
1871,382.5,119.5,57,21,172.58,0
1872,178.86,460.63,125.84,35.95,171.37,0
1872,392,429.5,52,25,167.93,0
1872,225,382.5,98,39,78.09,0
1872,273.5,212.5,63,23,48.59,1
1872,399.5,54,95,36,150.96,0
1873,254,204.5,110,43,147.28,1
1873,89,173,78,24,132.34,0
1874,249,182,78,22,132.66,1
1874,192.5,153.5,57,25,44.77,0
1874,150.88,51.35,125.23,44.54,46.71,0
1874,427,16,94,32,153.58,0
1875,200.5,194,99,22,109.83,1
1875,320.5,136,53,24,114.16,0
1876,116.5,363,117,26,153.17,0
1876,17,358.5,83,34,178.9,0
1876,244.5,212,73,24,104.18,1
1877,250.5,448.5,65,27,147.72,0
1877,211.5,201,83,22,72.92,1
1877,447.5,99.5,63,21,96.21,0
1877,368.5,97,53,24,101.61,0
1877,54.5,14.5,85,29,109.96,0
1878,228,464.5,94,29,70.58,0
1878,96.58,340.72,151.75,34.99,46.53,0
1878,298.5,151.5,97,25,190.14,1
1879,404,463,132,32,195.63,0
1879,193,203,74,22,75.53,1
1879,196,180.5,68,17,76.8,0
1880,224.5,427,81,28,164.23,0
1880,364.79,378.7,150.88,36.86,117.45,0
1880,142.5,332.5,57,21,89.93,0
1880,76,317.5,62,25,148.37,0
1880,194,216,94,22,131.53,1
1880,328,166.5,70,25,94.96,0
1880,262.5,135.5,75,19,69.45,0
1880,406.5,26,57,24,115.88,0
1880,248,12,74,24,110.12,0
1881,238.5,221,91,22,170.83,1
1882,236,234.5,80,27,103.93,1
1883,245,232.5,74,23,189.12,1
1883,239,160,60,26,212.26,0
1883,93.5,14.5,55,27,185.26,0
1884,274.5,192.5,77,21,84.33,1
1884,377,154.5,68,17,115.78,0
1885,429,438,60,24,92.04,0
1885,400.63,331.73,134.82,41.46,87.66,0
1885,298,161,78,26,147.64,1
1885,161,105.5,106,25,181.8,0
1885,251,18.5,114,37,173.48,0
1886,423.4,216.3,123.01,41.43,129.87,0
1886,255,142,72,26,122.15,1
1886,53.02,87.94,118.4,45.48,208.71,0
1887,421,442.5,76,33,123.36,0
1887,209,223.5,72,25,101.64,1
1887,430,131.5,94,45,149.71,0
1888,162.5,435,83,20,190.7,0
1888,268.5,226,81,24,48.18,1
1889,147.5,467,51,24,217.63,0
1889,266,200.5,80,21,20.57,1
1889,356.03,164.23,96.21,38.97,125.49,0
1889,15,121,66,30,7.27,0
1890,241,230.5,72,21,141.88,1
1890,227.5,72,59,28,202.37,0
1891,174,221.5,74,21,63.49,1
1892,368.5,378.5,57,19,191.36,0
1892,71.5,316.5,53,21,84.25,0
1892,296,193,104,28,160.04,1
1892,405,73,56,26,172.8,0
1892,29.5,52,59,24,70.49,0
1893,147,232,76,18,161.26,1
1893,106.5,162,53,22,246.02,0
1894,247,225,74,20,70.83,1
1895,31,182.5,62,25,88.71,0
1895,374,171.9,84.91,23.61,136.38,1
1895,419.34,50.5,128.04,45.52,133.66,0
1895,384.5,12.5,53,25,146.93,0
1896,64,465,60,28,164.61,0
1896,158.5,177,69,22,114.77,1
1897,252,431,54,22,170.9,0
1897,116.5,418.5,77,27,89.81,0
1897,256,216,68,22,90.57,1
1897,174.48,164.14,93.2,45.96,84.13,0
1897,108,77.5,62,23,55.29,0
1898,245.5,252,69,20,72.88,1
1898,337.5,209.5,59,21,233.15,0
1898,43.29,181.87,89.34,25.95,99.01,0
1899,68.5,467,63,24,86.36,0
1899,393,461.5,72,29,67.77,0
1899,236,211.5,76,23,98.29,1
1899,160.5,158.5,131,31,141.72,0
1900,451.5,362,55,20,104.31,0
1900,414.5,312.5,53,23,226.45,0
1900,235,224,74,22,47.64,1
1900,368,212.5,78,37,134.06,0
1900,142,205,58,24,149.99,0
1900,343.5,94,63,22,149.82,0
1901,278.46,255.94,86.17,21.13,87.53,1
1901,134,131,70,22,140.56,0
1902,251,468.5,56,21,162.83,0
1902,165.5,465,57,28,81.69,0
1902,89.01,454.79,122.24,46.99,105.72,0
1902,322.11,445.09,93.53,37.07,157.53,0
1902,273,407,66,22,162.95,0
1902,267,358.5,70,33,148.64,0
1902,178.5,200.5,53,21,70.38,1
1902,328,153,60,26,156.76,0
1902,447.5,44.5,63,21,138.39,0
1903,347.5,432.5,77,33,131.15,0
1903,209.5,226.5,63,29,104.67,1
1903,358.5,187.5,61,21,110.54,0
1904,306.5,200,83,30,74.57,1
1905,207.5,338.5,75,35,87.26,0
1905,117.5,306,59,20,67.39,0
1905,262.5,221,65,22,59.59,1
1905,169.5,152.5,55,19,100.66,0
1906,318.44,203.03,78.04,21.26,124.76,1
1907,271,201.5,72,23,153.45,1
1907,383,185,80,36,127.98,0
1907,272.5,98.5,81,35,149.31,0
1907,181,46,78,36,132.45,0
1908,264.5,179.5,77,21,118.99,1
1909,160,351,70,24,74.97,0
1909,251.5,309.5,87,27,141.41,0
1909,270.5,198,65,30,187.08,1
1909,32,152,64,24,92.13,0
1910,226,212,70,24,62.36,1
1910,272,180.5,100,33,94.5,0
1910,276.5,120,89,22,98.51,0
1910,406,98,94,28,118.22,0
1910,269,18.5,60,23,65.49,0
1911,447,435.5,60,23,176.89,0
1911,219,178.5,84,23,78.01,1
1911,98,100,128,48,125.25,0
1912,339.5,388.5,51,21,98.86,0
1912,217,204,84,22,46.29,1
1912,436,120,86,22,79.43,0
1913,155.5,406.5,87,25,159.31,0
1913,431.5,384,95,32,7.68,0
1913,243.5,286.5,61,23,29.04,0
1913,179,279.5,52,23,57.59,0
1913,232,220.5,72,21,40.51,1
1914,395,209.5,68,23,96.41,0
1914,234,205.5,88,25,114.82,1
1914,385,175.5,76,35,100.46,0
1915,243.5,208.5,101,23,47.95,1
1915,426.11,221.56,121.18,45.6,103.59,0
1915,223.5,76.5,59,19,197.67,0
1915,354,81,74,34,147.74,0
1915,450,14.5,50,23,123.08,0
1916,327.5,179.5,89,23,161.71,1
1916,343.1,78.66,145.78,46.89,129.89,0
1916,419.3,32.58,126.53,53.14,104.29,0
1916,205.5,14.5,67,29,108.92,0
1916,91.5,13.5,109,27,118.34,0
1917,296.5,244,89,22,14.88,1
1917,136,137.5,98,37,177.55,0
1918,317,164,78,18,128.43,1
1918,208.5,133,73,30,153.26,0
1918,66,84.5,96,31,130.28,0
1919,338,224,52,22,106.16,0
1919,195,215.5,78,21,107.69,1
1920,231,237.5,94,23,64.82,1
1921,257,139.5,96,21,187.02,1
1922,268,133.5,72,19,203.15,1
1923,357.5,212.5,63,21,174.27,0
1923,213,173.5,76,19,12.76,1
1924,334,464.5,72,29,161.37,0
1924,241.18,391.84,121.75,34.53,164.29,0
1924,168.5,331,61,18,135.7,0
1924,220,214,82,22,46.42,1
1925,273.5,206,63,20,122.74,1
1926,254,143.5,70,21,146.28,1
1927,89.96,360.66,83.64,39.24,172.17,0
1927,413.69,332.56,128.14,34.89,115.89,0
1927,227,234.5,68,31,96.57,1
1927,393,129.5,100,33,110.35,0
1927,44,13.5,74,21,126.62,0
1927,431.5,13.5,95,27,115.08,0
1928,348.5,261,61,28,234.79,0
1928,223,222,108,28,94.03,1
1928,439.5,88,79,34,197.17,0
1928,202.5,17,75,34,199.98,0
1928,69,18.5,138,37,134.72,0
1929,230,212.5,98,25,84.59,1
1930,241.5,221,71,20,60.97,1
1930,380.5,152,87,26,72.13,0
1930,420,129,68,22,78.51,0
1931,67.5,244.5,93,31,153.46,0
1931,251,170.5,74,21,138.6,1
1931,44,131.5,88,33,46.5,0
1932,325.5,430.5,67,31,173.09,0
1932,14,252,58,28,244.99,0
1932,269,214,76,22,99.48,1
1933,327,187.5,104,21,201.99,1
1933,33,117,66,26,91.71,0
1933,103.5,35,51,20,105.2,0
1934,312,272,52,22,127.4,0
1934,224,199,94,28,62.19,1
1934,338.5,171.56,113.72,32.17,114.14,0
1935,251.01,220.97,70.52,21.84,147.54,1
1936,249,196.5,82,23,56.21,1
1936,113,109,64,30,75.05,0
1937,260.5,153.5,79,21,161.42,1
1937,29.87,152.48,67.47,26.37,199.4,0
1938,205.5,443,83,36,27.01,0
1938,417.48,338.76,107.28,21.81,179.47,0
1938,284,226.5,82,21,39.53,1
1938,374.5,138.5,53,25,173.74,0
1938,445,52.5,62,23,156.62,0
1939,229,218.5,74,21,153.29,1
1940,186,459,116,40,68.13,0
1940,243,404.5,90,41,57.02,0
1940,276.5,241,83,28,72.07,1
1940,268,186,52,22,119.84,0
1941,235.5,467,99,24,87.82,0
1941,318,276.5,50,21,72.1,0
1941,442.5,242.62,80.97,32.24,66.45,0
1941,235,211,80,24,67.72,1
1941,191.37,135.73,129.18,42.27,81.83,0
1941,445,16,68,32,57.36,0
1942,246.5,213.5,77,25,77.51,1
1942,290,94.5,50,21,155.01,0
1942,78,31,56,26,151.14,0
1943,234,221,78,24,91.68,1
1943,246.5,144.5,81,35,81.15,0
1944,241.5,459.5,75,25,118.36,0
1944,129,369.5,56,21,104.33,0
1944,250,171,92,20,66.2,1
1945,345,443.5,72,17,159.56,0
1945,305,419,120,28,148.91,0
1945,184,192,94,22,46.58,1
1945,39.5,132.5,59,27,105.47,0
1946,229.5,252.01,85.67,23.46,62.94,1
1946,414,156.5,130,31,120.7,0
1946,310,111,60,18,74.6,0
1946,423.63,109.55,113.26,47.93,167.02,0
1946,445.5,61,67,28,132.39,0
1946,281.5,31.5,57,23,217.74,0
1947,423.47,245.82,112.14,50.97,179.47,0
1947,205.5,135,65,20,78.7,1
1948,427.55,311.63,101.64,37.87,175.04,0
1948,184,202.5,68,23,56.49,1
1948,274,11,68,22,182.96,0
1948,69,10,88,20,134.09,0
1949,272,197.5,68,23,52.59,1
1950,76.5,341.5,57,25,123.23,0
1950,215.5,148,67,22,106.19,1
1950,333.22,94.82,94.83,33.86,161.74,0
1950,48.5,65,97,44,55.54,0
1950,340.93,35.48,99.04,45.47,144.81,0
1951,166,239.5,70,19,91.86,1
1951,33.5,190.5,67,31,154.85,0
1952,275,164.5,74,21,71.93,1
1952,238,115,56,20,136.65,0
1952,60.76,42.17,100.31,38.99,119.08,0
1952,308,13.5,92,27,114.71,0
1952,47.5,16.5,95,33,96.87,0
1953,250.5,376.5,75,29,162.04,0
1953,202.5,216,101,22,113.56,1
1953,310.5,210.5,61,19,130.03,0
1953,115.5,188,75,34,138.89,0
1954,440.5,251,69,22,113.77,0
1954,196.5,215.5,75,23,131.56,1
1955,327.5,457,101,44,157.8,0
1955,200.5,451.5,93,33,119.34,0
1955,82.07,448.55,106.28,41.25,145.02,0
1955,314.5,402,119.64,36.27,147.58,0
1955,116.5,387,59,22,188.45,0
1955,232,198.5,90,21,31.03,1
1955,403.5,154,95,44,139.27,0
1955,99.5,57,65,24,58.86,0
1955,366,22.5,106,45,137.45,0
1955,42.5,13,85,26,80.49,0
1956,278.5,192.5,67,19,67.96,1
1956,274.5,144.5,61,29,76.84,0
1957,417.5,272.5,71,23,175.8,0
1957,333.91,245.28,90.76,35.37,156.67,0
1957,203.5,220.5,63,21,131.2,1
1958,232.5,467,61,24,87.36,0
1958,420.5,455,117,48,86.13,0
1958,353,329.5,56,27,92.44,0
1958,263.5,175.5,71,21,92.13,1
1958,154.99,153.08,103.26,35.9,59.77,0
1958,308.5,52.4,95.59,18.41,90.46,0
1958,171.5,8.5,73,17,63.87,0
1958,88,9.5,78,19,8.97,0
1959,361,266.5,60,19,136.13,0
1959,59.3,257.1,113.15,37.12,192.98,0
1959,281.5,143.5,81,21,160.23,1
1960,401.78,232.81,108.02,43.56,122.22,0
1960,241.5,205,77,24,55.36,1
1961,445,415.5,68,21,66.39,0
1961,188.5,191.5,103,21,77.69,1
1962,446.5,437,65,24,135.61,0
1962,286,418.5,114,33,116.82,0
1962,186,392.5,58,21,56.34,0
1962,211.5,186.62,129.89,28.12,122.74,1
1962,252.5,148,59,28,84.45,0
1962,264.5,14,119,28,166.51,0
1963,131.5,467,93,24,30.66,0
1963,185.6,430.89,94.5,32.42,23.91,0
1963,222.5,180,67,20,65.33,1
1963,106.5,42,57,20,98.85,0
1964,223.5,242,75,24,37.72,1
1964,152.5,172,65,22,131.51,0
1965,289,148,70,22,191.5,1
1965,386,107.5,66,23,176.58,0
1965,435,12.5,88,25,170.75,0
1965,305,11.5,90,23,178.69,0
1966,408,315.5,70,31,109.11,0
1966,293.47,286.07,102.96,51.07,99.02,0
1966,222,241.5,82,31,133.74,1
1966,400.49,201.3,122.95,46.97,77.77,0
1967,258.5,183.5,77,37,35.71,1
1968,177.01,452.66,95.24,35.4,151.72,0
1968,68,414,62,24,72.85,0
1968,279,216.54,84.55,22.52,98.4,1
1968,122.5,199,63,20,54.05,0
1968,348.5,190,85,24,133.8,0
1968,430.5,120.5,97,41,126.55,0
1968,427.5,10,61,20,118.88,0
1969,206.5,163,63,20,77.77,1
1969,247,86.5,60,19,158.5,0
1969,316.5,13,117,26,161.51,0
1970,393,450,72,24,155.49,0
1970,213,227.5,74,29,106.13,1
1970,56.84,130.8,114.8,26.24,72.77,0
1970,305.5,18.5,51,25,183.56,0
1970,240,15,62,30,196.02,0
1971,218.5,425.5,53,23,230.58,0
1971,441.88,320.93,87.93,34.73,125.71,0
1971,274.09,208.03,122.74,26.13,106.54,1
1972,272.5,248.96,87.76,29.67,111.01,1
1972,425.5,40,49,24,23.7,0
1973,214,225,62,24,88.18,1
1973,289,181,74,34,117.77,0
1973,362.5,74.5,59,21,195.79,0
1974,443.5,276.5,71,33,116.53,0
1974,331.5,243,117,24,64.74,1
1974,379.5,126,75,24,205.51,0
1975,187,370,66,26,217.69,0
1975,242.5,211,73,30,67.58,1
1976,263.5,189.5,67,21,61.37,1
1976,404.27,89.07,127.74,38.65,37.57,0
1977,296,180.5,84,21,177.35,1
1977,55.72,184.28,112.13,43.17,149.26,0
1977,415,152.5,62,19,90.87,0
1977,114,79.5,105,46,116.24,0
1978,222.5,224,59,18,40.05,1
1978,124.5,173.5,53,21,69.75,0
1978,219.5,21.5,67,33,160.76,0
1978,40.64,37.76,110.93,54.99,136.47,0
1979,107,445,76,28,104.04,0
1979,266.5,189,81,36,169.55,1
1979,442,11,72,22,87.38,0
1979,359.5,11.5,79,23,111.69,0
1979,140.5,10,69,20,108.63,0
1980,369.5,253.5,67,31,81.99,0
1980,229,213.5,62,19,108.88,1
1980,359.61,195.35,113.49,35.4,91.34,0
1980,162,119,54,24,231.69,0
1980,449.5,11,59,22,97.28,0
1981,310.5,440.5,121,37,190,0
1981,349,128,64,28,50.1,0
1981,194.5,136.5,115,49,35.39,1
1981,187.5,35.5,115,35,100.43,0
1982,272,205.5,76,23,90.76,1
1982,38,10.5,76,21,221.67,0
1983,288.03,151.97,86.45,23.52,0.5,1
1983,169,149,60,20,24.95,0
1983,311.5,89.5,79,23,0,0
1983,135.5,77.5,79,29,1.43,0
1983,265.41,20.88,122.93,46.92,0,0
1984,237.5,218.5,87,25,85.01,1
1984,189.08,183.33,106.02,44.15,133.43,0
1984,112.48,159.4,104.52,47.8,109.73,0
1984,443.5,117.5,71,31,79.53,0
1984,454,72,50,22,74.3,0
1985,305,193.5,88,23,83.36,1
1985,464,181.5,71,30,100.34,0
1986,195.5,397,51,24,49.72,0
1986,244.5,198.5,93,21,34.72,1
1986,359,189,78,24,168.95,0
1986,238,78.5,60,19,166.61,0
1986,325,75.5,72,21,189.1,0
1986,304.5,46.5,67,31,163.42,0
1987,316.5,196.5,75,23,142.65,1
1988,207,231.5,68,29,123.97,1
1988,304,203.5,74,25,181.21,0
1989,245,223,84,24,159.36,1
1989,302,11,56,22,46.94,0
1990,180.91,442.5,107.21,24.77,96.3,0
1990,260,203.5,138,37,97.99,1
1990,323.5,15,59,26,159.03,0
1991,208.48,182.36,123.45,23.58,97.99,1
1991,466,120.5,89,26,185.7,0
1991,129.5,30,49,22,35.55,0
1991,256,18,160,36,148.9,0
1992,279,207.5,86,25,77.15,1
1992,406.5,156.5,61,19,115.45,0
1992,127,128,66,30,178.53,0
1992,445,95.5,62,27,107.95,0
1993,282.5,223,77,20,78.7,1
1993,130,216.5,60,23,123.71,0
1994,309,205,88,24,145.41,1
1995,275,203,66,22,126.23,1
1996,261.5,258,69,24,113.65,1
1997,275.5,454,119,50,146.39,0
1997,238.5,192,71,22,115.32,1
1998,231.5,203.5,79,37,45.12,1
1998,385.5,17.5,105,35,128.91,0
1999,246.5,207.5,83,27,78.8,1
1999,80.5,121.5,93,43,170.21,0
2000,382,224,56,24,148.69,0
2000,251.5,214,99,38,112.01,1
2000,435,119.5,88,39,109.31,0
2001,271.5,458.5,69,21,107.25,0
2001,401.25,230.36,102.23,36.94,110.86,0
2001,265,203.5,66,21,48.09,1
2002,298.5,216,83,22,36.82,1
2002,143,122,74,20,133.49,0
2002,38.5,124.5,77,31,248,0
2002,205.5,19.5,81,39,170.65,0
2003,170.5,466,67,20,20.64,0
2003,69.5,167.5,57,25,84.53,0
2003,230,164.5,80,23,96.77,1
2004,369,466,66,24,176.63,0
2004,155,277.5,78,19,117.87,0
2004,222.5,205,75,22,76.87,1
2004,346.5,173,61,24,178.71,0
2004,131.68,161.98,108.17,31.96,131.54,0
2005,403,199,68,32,136.36,0
2005,185,189,76,22,18.29,1
2005,264.5,12.5,69,25,160.82,0
2006,204,198.5,82,23,162.94,1
2006,342,136.5,70,33,120.56,0
2006,54,134.5,108,33,252.87,0
2006,276.72,26.81,85.63,33.77,204.75,0
2007,185,349.5,72,33,101.94,0
2007,216,320,52,22,72.03,0
2007,130,324,106,44,144.7,0
2007,263,205.5,92,23,46.41,1
2007,381,182.5,64,29,164.66,0
2007,131.04,164.47,115.87,53.96,106.61,0
2007,276.5,132,53,26,49.49,0
2007,397.35,83.04,117.78,37.3,153.12,0
2008,267.5,203,79,24,5.01,1
2009,320,191,64,18,140.49,1
2009,392.5,132,63,26,130.39,0
2009,297,93,132,38,153.25,0
2009,407.5,82.5,79,33,127.73,0
2009,275.5,54.5,81,25,152.76,0
2010,329.5,232,77,22,50.65,1
2011,296,249.5,70,31,139.31,0
2011,236.5,216,79,22,19.41,1
2011,44.77,196.65,99.82,48.83,82.76,0
2011,421.5,12.5,87,25,218.69,0
2012,268,192,84,20,76.39,1
2012,426.5,152,81,28,108.52,0
2012,268.5,106.5,83,41,169.24,0
2013,440.5,468.5,51,21,52.72,0
2013,247.5,240,91,30,73.2,1
2013,325,207.5,74,29,88.77,0
2013,117.53,91.3,86.9,32.58,215.09,0
2014,225.5,227,99,20,132.31,1
2014,73,181.5,66,21,67.6,0
2014,92.54,30.09,124.59,40.47,106.37,0
2015,238,168,70,20,58.42,1
2015,333,128.5,54,21,198.18,0
2015,419,124.5,88,39,189.7,0
2016,230.5,218,93,20,79.31,1
2016,81.5,140,123,36,88.59,0
2016,145,71,98,48,129.03,0
2017,269,216.5,82,23,75.49,1
2017,172.5,127,55,24,183.38,0
2018,428.5,318,59,18,175.18,0
2018,209,232,88,40,96.11,1
2019,454,204.5,50,23,96.56,0
2019,279,190,90,28,60.21,1
2020,345,167.5,82,23,147.05,1
2020,403,17.5,82,29,160.96,0
2021,26.5,447,53,24,146.22,0
2021,139.5,391,83,24,125.22,0
2021,321.5,183,77,22,150.67,1
2021,443.5,146,71,32,153.18,0
2021,367,110.5,52,23,146.31,0
2022,51.5,347.5,93,37,131.15,0
2022,163.5,222.5,79,23,173.78,1
2023,31.5,341.5,63,31,209.14,0
2023,218,202,70,24,139.74,1
2024,450,296.5,50,21,138.57,0
2024,390.84,263.37,81.48,34.16,149.41,0
2024,196,202.5,76,23,88.97,1
2024,268.43,167.46,98.91,27.84,133.82,0
2024,173,160.5,90,27,94.49,0
2024,95,18.5,96,37,144.37,0
2025,396.5,376.5,101,37,66.98,0
2025,337,346.5,50,21,62.11,0
2025,411.49,327.68,104.7,41.87,48.72,0
2025,309,231.5,92,25,29.29,1
2026,320.5,238.5,81,31,156.73,0
2026,44.1,196.73,94.99,28.23,69.73,0
2026,351,151.5,82,23,109.02,1
2026,335.26,121.7,93.19,32.5,60.6,0
2026,393.27,71.73,98.74,27.9,98.36,0
2026,189,51,74,32,144.42,0
2026,394.02,33.68,82.73,25.18,69.36,0
2027,87.87,458.66,103.48,39.53,106.77,0
2027,424.52,339.09,107.67,49.47,120.05,0
2027,226,213,68,32,153.49,1
2027,83.04,92.79,95.8,33.68,74.55,0
2027,280.9,65.86,109.6,45.56,114.62,0
2027,418.29,64.11,127.97,50.57,107.6,0
2028,305,370,56,20,138.22,0
2028,227.5,200,95,20,61.45,1
2029,438.5,238,75,22,165.99,0
2029,264.5,220,123,48,119.42,1
2029,300.66,159.5,104.48,51.86,122.08,0
2029,353.5,17.5,167,35,161,0
2030,123.69,322.4,119.15,39.84,126.22,0
2030,173.5,220.5,71,23,169.94,1
2030,373,188,80,22,151.92,0
2030,454,88,50,24,106.93,0
2031,329,198,60,18,168.51,1
2031,185,126,62,20,236.5,0
2031,53.5,125,107,44,173.92,0
2032,231.81,211.15,85.17,25.4,117.14,1
2033,202.5,386,65,28,39.57,0
2033,208.5,200.5,81,21,35.65,1
2033,380.5,117.5,47,23,222.25,0
2033,251,83.5,52,21,221.05,0
2033,290.5,15.5,99,31,244.91,0
2033,142,11.5,78,23,236.69,0
2034,286.5,216.5,87,23,79.55,1
2034,436,196,86,36,60.72,0
2034,423.5,162,71,20,62.15,0
2035,317,463,70,26,184.14,0
2035,268.5,216,101,22,34.95,1
2035,34,131,56,20,113.69,0
2036,305,198,80,24,47.54,1
2036,401.5,111.5,65,31,79.31,0
2036,304.12,110.21,109.09,38.72,73.35,0
2037,388,175,112,22,88.12,1
2038,245.5,176.5,87,21,131.18,1
2038,116,45.5,72,21,79.9,0
2039,409,466,50,24,65.29,0
2039,50.5,464,101,30,21.9,0
2039,242.5,190.5,89,23,98.17,1
2039,145.5,110,81,24,226.98,0
2039,107,46.5,80,35,179.66,0
2040,249.5,201,83,28,39.3,1
2040,343,101.5,76,29,109.85,0
2040,182.98,93.67,128.53,43.38,43.85,0
2041,207,190,106,26,117.26,1
2041,97.5,84,65,32,174.16,0
2041,246.5,75,97,44,93.37,0
2042,448.5,468.5,61,21,141.07,0
2042,382.8,455.32,110.72,42.29,138.86,0
2042,125.69,447.36,124.78,44.88,87.99,0
2042,436.02,423.93,87.09,32.33,151.94,0
2042,440,364.5,78,33,153.14,0
2042,187,350,108,40,48.76,0
2042,415.5,326,91,38,157.47,0
2042,292.52,227.22,101.24,23.9,40.91,1
2042,450,125,58,26,157.21,0
2042,325.5,77.5,71,31,140.46,0
2043,256.5,433,51,24,235.43,0
2043,394,214,72,28,18.57,0
2043,180,139.5,92,25,39.7,1
2043,19.5,152.5,83,39,38.89,0
2044,283.5,377.5,53,23,176.15,0
2044,219,221,108,32,59.85,1
2045,310.5,461.5,73,35,33.86,0
2045,235.5,187.5,83,23,95.83,1
2045,424.5,125.5,109,49,154.29,0
2045,36.5,101.5,59,23,167.56,0
2045,239.5,12,105,24,149.85,0
2046,215.5,219.5,125,25,130.63,1
2046,164.5,113.5,69,25,152.38,0
2046,123.5,16,77,32,121.7,0
2047,203,243.5,102,27,125.38,1
2047,236.5,98.5,57,25,113.11,0
2048,233,349.5,50,21,142.18,0
2048,264,148,88,22,120.09,1
2049,343.5,356,139,48,39.34,0
2049,452.5,319.5,53,21,15.83,0
2049,269,222.5,76,19,74.46,1
2049,65,19.5,66,31,18.8,0
2049,416,18,76,36,30.15,0
2050,44.03,393.3,98.13,43.11,193.5,0
2050,324.5,233,87,22,68.52,1
2051,224.5,208.5,97,23,86.29,1
2051,353.5,74.5,91,41,150.28,0
2052,236,238,76,22,184.46,1
2052,77.96,241.91,115.9,49.81,58.26,0
2052,307.5,184,75,26,64.52,0
2052,170.5,115.5,73,31,185.87,0
2053,255,231,84,22,45.76,1
2053,42,207.5,84,31,126.07,0
2053,445.5,90,67,26,26.25,0
2054,241,412.5,88,21,41.15,0
2054,163.5,206,55,24,216.81,0
2054,269.5,203,105,22,125.08,1
