image,x,y,width,height,B,G,R,label
2264,192,341,96,38,151.73,144.98,133.94,0
2264,324.76,216.46,89.29,24.49,84.19,103.16,85.7,0
2264,210.5,214.5,65,25,93.17,95.47,64.03,1
2264,190,140,66,30,184.85,186.14,190.81,0
2265,218,232.5,80,37,191.15,179.32,155.68,1
2265,98,172.5,94,25,147.54,171.82,164.81,0
2265,111.5,140.5,55,27,174.37,202.63,179.59,0
2266,160.5,174.5,81,19,66.92,81.8,55.63,1
2266,295,167,56,18,106.88,106.88,106.88,0
2266,321,129,116,46,118.55,120.37,120.09,0
2268,145.5,409.5,63,25,145.97,160.48,156.41,0
2268,52,411.5,104,43,29.06,84.25,48.58,0
2268,242.5,229.5,115,25,128.3,133.86,107.33,1
2269,242.5,229,65,20,73.11,86.02,54.81,1
2269,422,110.5,62,19,175.69,181.22,165.27,0
2270,341.5,223,83,24,137.98,137.98,137.98,1
2270,319,175.5,70,33,127.7,127.7,127.7,0
2270,248.5,162.5,63,31,198.95,197.28,208.69,0
2271,113,218,66,30,174.22,171.65,164.07,0
2271,243,200.5,66,19,52.43,52.85,52.73,1
2271,445.06,32.33,70.57,28.13,90.6,90.8,90.19,0
2272,236.5,217,83,24,81.86,94.08,59.6,1
2272,52.5,128.5,57,25,211.24,236.38,235.41,0
2273,313,172.5,112,37,148.23,154.41,151.14,1
2274,70,399,88,34,87.84,124.02,96.64,0
2274,171.5,381,55,24,195.72,184.05,173.21,0
2274,244,230.5,58,21,92.24,109.87,79.39,0
2274,159,203,88,38,124.53,130.08,112.32,1
2274,159,13.5,70,27,93.49,115.58,120.92,0
2275,223,293,90,38,175.02,174.72,172.36,0
2275,365,196,98,36,113.69,114.57,112.05,0
2275,210,180,78,22,62.74,69.56,40.49,1
2275,285,99,52,24,87.33,88.91,87.6,0
2276,446,234.5,66,31,178.29,159.99,141.55,0
2276,257.5,229,105,24,102.08,92.83,67.97,1
2277,280.5,206,75,26,103.71,113.21,100.81,1
2278,236.5,232.5,75,21,159.59,160.5,123.49,1
2278,443,108.5,72,25,160.88,155.14,151.59,0
2278,233,13.5,84,27,172.17,158.84,140.88,0
2278,145,11.5,58,23,223.19,222.6,221.56,0
2279,271.5,252,69,34,119.35,160.71,149.25,0
2279,419,168.5,66,21,124.21,141.96,136.76,0
2279,174,141,78,22,48.22,60.04,41.78,1
2279,60.5,57.5,53,21,130.03,167.97,130.91,0
2279,163.5,54,81,20,95.53,113.94,117.74,0
2279,184.23,18.79,129.15,38.57,104.29,122.86,124.12,0
2279,30.5,11.5,61,23,110.44,148.46,110.74,0
2280,434.92,458.81,87.18,35.22,194.39,175.74,145.48,0
2280,402.28,426.49,113.26,42.4,188.83,183.53,146.46,0
2280,191.5,424,101,42,94.33,81.55,71.65,0
2280,123.5,408.5,67,21,57.91,42.87,35.64,0
2280,118.5,177,83,20,192.2,107.33,35.61,1
2280,282,97.5,108,37,191.03,167.31,150.81,0
2280,261,27.5,90,39,180.17,165.69,147.77,0
2280,107.5,20,121,40,110.56,101.73,70.89,0
2281,251.5,222.5,79,23,47.03,47.11,11.48,1
2281,67.62,106.16,127.42,45.68,99.57,106.69,82.74,0
2281,356.94,14.92,102.52,28.35,112.41,101.57,27.05,0
2282,262,356,66,32,42.94,52.92,84.27,0
2282,271,228.5,88,25,60.59,71.9,74.82,1
2282,375,195,72,20,131.34,135.36,115.62,0
2282,179,200,66,30,158.69,174.33,203.22,0
2283,192.5,194,75,22,173.11,221.46,141.84,1
2283,288.5,181,57,22,6.25,61.71,22.27,0
2284,40.65,239.09,88.53,29.59,109,115.55,104.65,0
2284,447.5,198.5,57,27,162.47,169.41,149.39,0
2284,195.52,199.64,125.54,30.15,100.45,92.13,65.37,1
2285,202.5,189,83,24,63.66,115.32,52.26,1
2285,314.5,138,73,24,21.7,76.33,26.96,0
2286,212.5,195,89,24,72.88,113.49,47.4,1
2286,112,143,54,22,142.91,187.51,134.81,0
2286,163,94.5,64,21,46.92,111.81,56.44,0
2287,231.5,205,75,28,93.12,101.13,80.08,1
2288,241.5,212.5,73,23,103.65,104.14,82.07,1
2288,341,22.5,106,45,153.84,141.48,133.35,0
2289,240,189,68,20,111.11,113.43,101.8,1
2289,450,22,58,24,195.2,180.2,161.2,0
2290,266.5,179.5,85,23,164.75,150.56,144.12,1
2291,81.5,230.5,101.52,50.54,47.42,81.46,52.5,0
2291,272,202,116,22,102.41,105.73,104.91,1
2292,306,221,104,22,84.67,73.65,64.17,1
2292,284,58,56,24,206.27,206.27,206.27,0
2292,366.5,19.5,89,39,191.46,191.46,191.46,0
2293,212,232.5,114,23,98.93,98.49,74.53,1
2293,301.5,219.5,57,23,40.5,40.5,40.5,0
2293,91.87,225.17,98.04,42.29,135.86,149.76,146.91,0
2293,372.51,86.32,132.09,29.54,126.89,121.25,107.03,0
2293,353.5,15,73,30,183.14,185.48,178.74,0
2294,274,294,86,24,84.49,102.7,83.66,0
2294,181.5,291.5,53,23,113.61,145.47,129.02,0
2294,251.5,204.5,79,23,86.32,108.45,84.02,1
2295,252,227.5,86,23,93.02,109.36,80.48,1
2295,184.5,136.5,57,27,67.49,90,71.86,0
2296,319,153.5,78,21,194.27,202.19,179.2,1
2296,145,116,98,30,214.36,229.84,209.32,0
2296,238,70.5,78,25,253.29,253.29,253.29,0
2296,449,44,60,22,186.67,202.53,189.5,0
2296,349.31,59.94,139.53,48.08,214.53,228.58,216.51,0
2297,178,203,90,24,170.18,158.57,136.05,1
2298,429.5,284,77,34,60.75,93.65,6.69,0
2298,182.5,229,99,26,129.77,135.48,107.55,1
2298,225.5,157,97,24,127.99,131.55,101.78,0
2298,29.5,130.5,59,27,130.34,155,128.39,0
2299,268.5,451.5,61,29,129.29,137.44,136.1,0
2299,447.5,237,53,20,128.58,149.01,98.69,0
2299,211.5,209.5,93,23,71.01,87.57,66.1,1
2299,199.56,85.49,117.21,36.29,71.94,83.51,78.29,0
2299,48,49,64,30,98.91,127.81,103.54,0
2300,441.5,466,57,26,48.31,114.24,133.08,0
2300,187.53,311.92,91.76,39.9,33.93,78.3,166.71,0
2300,325,274,64,26,50.44,94.57,129.47,0
2300,230,208,130,30,36.24,77.87,96.64,1
2301,349.5,200.5,75,23,14.62,45.9,5.69,1
2301,443,65.5,54,25,95.78,118.85,96.74,0
2301,177.5,16.5,115,33,202.85,207.38,201.64,0
2302,153.55,181.3,109.46,26.38,98.59,143.48,81.41,1
2303,68.5,417,57,22,91.55,105.5,103.14,0
2303,269,216,76,30,130.93,135.93,121.73,1
2303,423,171.5,72,25,143.68,143.73,128.07,0
2303,33.5,16,67,32,134.55,169.96,141.45,0
2304,219.5,436.5,61,29,91.09,79.98,70.68,0
2304,170.5,163.5,79,23,87.03,93.51,73.29,1
2305,225.5,197,77,22,57.45,80.05,46.81,1
2305,182,140.5,80,31,23.86,37.74,22.09,0
2305,427.5,12.5,69,21,0,0,0,0
2306,41,298,58,22,117.78,169.11,160.75,0
2306,272,233.5,94,21,77.45,63.88,50.85,1
2307,148,467,92,24,109.09,123.01,132.29,0
2307,433,369,56,20,141.57,140.25,122.09,0
2307,324,208.5,72,23,147.25,153,133.22,1
2307,42,201.5,84,35,167.77,166.36,154.77,0
2307,232.5,144.5,107,45,85.21,89.36,77.4,0
2307,27.5,62.5,55,27,100.27,110.52,103.89,0
2308,374,425.5,56,21,142.49,150.49,127.49,0
2308,72,402,48,22,195.34,231.52,227.99,0
2308,188.41,398.25,120.17,29.09,155.06,159.45,144.43,0
2308,344.32,373.61,108.21,39.64,140.21,160.55,125.96,0
2308,299.5,279.5,67,21,137.26,167.38,123.6,0
2308,202.5,142.5,81,23,121.86,127.96,110.4,1
2309,226,210,82,34,45.78,74.37,26.36,1
2310,246.5,202,73,20,73.05,69.37,65.37,1
2310,437,202,76,32,141.6,141.06,122.06,0
2310,400,173,50,24,170.12,173.79,163.2,0
2310,135,50,76,30,106.42,102.15,113.3,0
2311,447.5,246.5,63,27,155.11,163.14,139.92,0
2311,256.5,198.5,85,29,64.85,60.25,57.3,1
2311,204.62,17.5,125.21,34.6,197.89,214.23,211.4,0
2312,294.5,463.5,113,31,87.78,61.51,17.61,0
2312,99.5,280,89,26,18.98,26.66,29.06,0
2312,265.54,222.07,77.55,25.77,173.06,152.25,133.59,1
2312,134.45,204.56,107.73,31.5,144.94,131.75,125.93,0
2312,27.5,132.5,55,25,141.51,155.85,142.92,0
2312,398,87.5,58,23,101.78,79.67,23.72,0
2312,28.5,63,57,28,157.78,178.3,162.54,0
2313,229.5,221.5,79,35,52.35,79.69,57.09,1
2314,234.5,202,143,34,82.83,95.28,74.68,1
2314,29,146,52,24,40.35,61.69,58,0
2315,254.5,219.5,97,27,87.99,110.3,78.9,1
2315,275.5,178,67,26,132.3,134.88,126.55,0
2316,395.5,389,49,22,148.01,185.63,135.99,0
2316,449,189,52,20,135.98,151.36,113.35,0
2316,337.5,150,73,32,6.02,10.07,5.66,1
2316,417.12,57.36,128.9,35.64,10.03,17.26,7.1,0
2317,256.5,213,101,24,38.85,76.28,67.03,1
2317,259.5,95,77,20,111.25,124.27,123.1,0
2318,283,226,86,24,85.21,80.64,80.63,1
2318,164,211.5,48,23,186.01,167.05,144.81,0
2319,273,279.5,70,25,88.77,112.37,80.13,0
2319,218.94,218.32,94.44,25.7,96.78,98.69,68.45,1
2319,266.5,113,65,24,57.48,66.87,49.9,0
2320,250.5,205,89,24,64.97,70.91,56.18,1
2321,249.5,212.5,81,23,91.2,104.73,79.5,1
2321,371,122,54,22,117.32,125.32,102.32,0
2321,162.5,120.5,75,35,77.78,114.54,92.6,0
2322,229.37,190.04,115.65,28.82,104.84,120.58,96.15,1
2322,207.5,75.5,61,29,180.09,186.96,183.37,0
2323,301,469.5,72,19,36.02,39.59,29.47,0
2323,442,175.5,74,29,241.49,243.13,242.87,0
2323,230.5,163,65,20,99.05,103.75,111.59,1
2324,317.96,167.44,100.27,22.69,151.06,157.52,132.35,1
2325,436.25,303.88,99.85,39.99,158.1,168.44,154.62,0
2325,230,179,74,22,107.7,114.6,111.19,1
2326,50.5,419,69,20,66.58,73.89,51.34,0
2326,385,268.5,62,21,173.91,173.91,173.91,0
2326,251.5,200.5,83,25,80.38,83.45,81.21,1
2326,387.5,179.5,53,21,183.38,184.73,184.52,0
2326,467,178,68,24,160.93,161.71,161.58,0
2326,339,142.5,78,31,148.62,148.75,148.73,0
2326,434.25,72.54,97.4,47.91,160.71,174.37,160.68,0
2327,306.5,460.5,89,37,37.4,69.63,34,0
2327,53,385,68,24,7.75,39.27,15,0
2327,388.5,321,53,24,84.77,102.81,44.25,0
2327,316.86,279.72,126.77,30.9,95.94,131.82,103.76,0
2327,220.5,211,65,26,184.9,179.35,146.03,1
2327,417,40,58,22,141.71,148.21,94.38,0
2327,113.5,10.5,85,21,179.26,188.86,172.59,0
2328,242.5,460,59,24,90.88,138.52,116.78,0
2328,238,133,110,40,154.22,157.62,155.44,1
2328,278,104.5,58,19,177.16,177.54,176.4,0
2328,352,75.5,62,27,175.71,175.71,175.71,0
2330,155.5,351,67,24,237.13,233.76,231.34,0
2330,305.5,228.5,81,21,113.72,125.46,141.04,1
2330,408,196,68,22,97.03,101.17,107.94,0
2330,411.5,107.5,109,45,103.25,111.98,118.54,0
2331,228.5,211.5,83,23,46.64,71.55,38.6,1
2331,33.5,12.5,67,25,115.12,82.4,19.41,0
2332,320.5,177.5,81,23,110.46,112.3,106.94,1
2333,286,201,64,18,154.88,161.14,143.07,1
2333,131,48.5,72,23,142.65,164.94,161.08,0
2333,209.5,18,73,26,117.5,145.44,135.85,0
2334,97,466,82,26,57.39,103.43,108.88,0
2334,194.5,458,93,42,90.92,134.89,140.27,0
2334,179.5,207,93,24,63.37,124.22,125.73,1
2334,354,30.5,90,35,4.09,35.12,17.64,0
2335,211,242.5,78,23,89.92,105.42,126.93,1
2335,308.52,137.36,129.75,42.62,179.67,180.89,165.04,0
2336,277,356,64,28,114.83,130.86,128.17,0
2336,202.5,338.5,69,23,82.9,83.11,88.8,0
2336,287.5,325.5,59,27,115.07,122.74,117.59,0
2336,237.5,173.41,109.65,22.78,84.15,86.62,83.36,1
2337,29,299.5,58,27,254.83,254.83,254.83,0
2337,114.5,220,49,24,150.02,154.31,153.64,0
2337,380,190,60,20,94.09,117.09,113.09,0
2337,270,192.5,76,25,63.9,75.67,75.85,1
2338,361.09,163.19,148.22,30.14,0,0,0,1
2339,243.5,219.5,73,19,43.8,60.79,31.51,1
2339,432,223,70,30,124,128.61,117.9,0
2339,178.5,153.5,71,31,66.82,89.35,70.98,0
2339,33.5,35.5,67,23,137.05,138.7,109.09,0
2340,220.5,214,77,24,165.47,192.54,163.86,1
2341,256.5,224,73,20,120.6,111.6,108.93,1
2341,400,203.5,110,41,194.07,171.46,174.37,0
2342,33.5,273.5,55,25,198.57,211.51,203.44,0
2342,50,245.5,84,27,100.54,137.48,105.95,0
2342,312,207,78,24,36.28,47.71,24.82,1
2342,95.5,170.5,71,27,113.59,143.58,119.68,0
2343,227,178.5,56,19,102.17,105.65,95.61,0
2343,201,148,80,22,140.54,145.85,130.54,1
2344,265,231,78,22,41.34,44.63,15.31,1
2344,424.5,19,109,38,36.81,84.18,3.31,0
2345,325.5,195,71,18,125.18,135.83,130.64,1
2346,266,224.5,66,25,80.86,83.88,73.47,1
2346,194.5,141.5,53,23,112.66,124.11,171.06,0
2346,450.04,167.87,113.95,48.3,153.75,150.14,132.8,0
2346,126.5,50.5,65,31,149.28,143.37,126.91,0
2347,263,213,66,20,152.64,154.15,146.12,1
2347,409.6,174.7,116.67,34.37,164.43,169.03,148.88,0
2347,144.5,55.5,151,31,133.51,137.07,127.88,0
2348,83,433.5,62,23,55.5,55.51,55.51,0
2348,159.5,227.5,63,19,136.07,132.84,125.09,1
2348,341.5,187,61,18,169.98,172.27,165.64,0
2348,40.5,116.5,67,27,60.69,71.71,69.89,0
2348,255,108.5,88,33,123.25,123.19,120.89,0
2348,81,79.5,66,31,75.52,105.91,74.26,0
2348,443.66,45.47,75.46,30.41,148.24,161.34,145.49,0
2348,422,12.5,114,25,155,155.05,154.89,0
2349,345,377.5,70,31,108.37,118.9,104.39,0
2349,276.5,213.5,97,25,84.07,84.78,82.41,1
2349,205,10.5,102,21,138.2,148.65,125.6,0
2349,113.5,12.5,71,25,151.54,157.97,150.01,0
2350,228,216,86,24,132.52,136.65,100.77,1
2350,47.5,198.5,65,31,23.18,45.35,23.4,0
2350,118.53,164.03,110.72,29.57,54.44,73.31,43.98,0
2351,228.5,213.5,71,25,80.71,99.37,70.11,1
2351,347,175,84,36,60.88,69.19,69.07,0
2351,229.88,92.81,106.7,41.81,38.61,43.57,29.93,0
2351,430.66,58.78,98.48,30.89,73.6,91.7,84.63,0
2352,371.5,207,53,20,125.28,147.26,146.16,0
2352,249.43,206.08,101.68,22.84,95.39,113.26,100.63,1
2352,447.5,205.5,63,29,108.96,131.88,127.89,0
2352,441.5,160.5,75,35,123.04,143.94,140.35,0
2353,201.5,426,55,20,232.67,218.81,221.18,0
2353,324,412.5,70,23,197.58,197.58,197.58,0
2353,179.86,353,108.33,35.74,171.46,165,162.92,0
2353,203.5,200.5,69,21,45.31,57.55,25.26,1
2354,127,467,58,24,69.67,83.54,88.26,0
2354,57.5,412,57,26,189.52,184.83,185.59,0
2354,120,356.5,74,27,102.14,108.43,102.82,0
2354,206.5,199,65,28,188.57,187.6,147.7,1
2355,219.5,403.5,77,21,60.58,57.37,48.69,0
2355,385,362.5,98,27,130.98,146.59,130.98,0
2355,226,161.5,68,19,124.91,127.02,123.39,1
2356,299,212,86,30,33.62,115.92,80.41,1
2356,367.5,148.5,85,31,26.55,103.31,56.34,0
2356,335.5,71,81,36,26.02,103.84,63.39,0
2357,226,192,82,24,100.72,109.77,89.96,1
2357,149,171.5,56,23,182.78,205.82,183.92,0
2358,240,155,72,24,72.69,87.04,86.1,1
2359,250.5,412,69,22,42.96,47.37,44.08,0
2359,238,200.5,74,35,67.8,73.91,63.59,1
2360,72.5,470,93,18,101.71,101.25,113.58,0
2360,250,443,58,24,55.61,75.81,69.86,0
2360,83.5,442,61,26,177.21,171.21,174.58,0
2360,320.5,435.5,65,21,107.99,129.1,125.48,0
2360,200,221,142,34,153.26,164.11,143.83,1
2360,253,16.5,80,33,247.01,247.01,247.01,0
2361,152,221.5,76,29,127.96,146.69,152.63,0
2361,307.03,213.12,81.37,20.63,114.49,145.98,160,1
2361,422,185.5,52,23,129.62,169.85,185.08,0
2362,219,189.5,68,23,82.64,90.21,71.31,1
2362,234.5,161,139,34,101.48,105.68,98.36,0
2363,320.5,225.5,61,25,76.93,77.03,76.73,0
2363,237.5,218,79,24,122.25,133.14,101.6,1
2363,37,194,56,20,70.78,91.31,66.43,0
2364,214.42,183,85.71,23.56,28.38,46.42,50.19,1
2365,264.81,149.55,108.48,28.9,166.51,189.15,186.21,1
2365,184,130,62,22,98.02,112.22,106.05,0
2365,262.99,41.62,84.62,34.13,173.94,197.27,193.43,0
2365,178,34.5,76,35,145.33,166.88,167.47,0
2366,331,282,79.18,29.31,54.33,128.21,70.38,0
2366,195,216,106,38,84.12,132.45,76.56,1
2366,335.5,134,55,22,56.17,134.06,78.97,0
2366,136.06,55.85,97.04,34.7,58.48,95.09,46.63,0
2366,423.39,22.43,114.75,39.62,9.66,83.91,10.61,0
2367,257,228.5,80,25,70.26,86.24,62.97,1
2368,68,195,78,24,154.25,137.61,119.5,0
2368,212,141,72,26,141.51,147.15,142.26,1
2368,200.04,100.57,143.48,26.82,111.49,126.05,111.13,0
2369,325,230,90,26,76.36,63.45,24.83,1
2369,440.5,66,61,24,68.56,40.47,3.67,0
2370,427.5,348.5,93,23,149.44,149.45,149.43,0
2370,304,140,72,24,167.13,167.13,167.13,1
2370,100.5,60.5,79,31,142.91,162.85,133.01,0
2371,240.5,377,55,24,87.73,93.81,91.7,0
2371,219,180.5,76,27,148.56,158.33,141.12,1
2371,51.5,116.5,103,37,36.78,47.72,36.16,0
2371,429.5,14.5,99,29,181.69,183.84,183.51,0
2372,279,233.5,80,23,129.01,134.59,129.63,1
2372,324.5,175.5,79,27,210.19,211.99,207.72,0
2372,438.5,160,77,20,193.98,201.98,178.98,0
2372,338.5,13,119,26,194.34,196.6,190.05,0
2373,221,205,90,24,113.84,110.83,82.59,1
2374,347.5,434.5,61,23,118.27,116.32,110.22,0
2374,218.5,228.5,89,23,129.62,128.8,99.75,1
2374,43.5,100,87,22,159.28,172.82,165.34,0
2375,339.5,361,83,24,127.7,128.68,102.78,0
2375,238,137,84,24,125.13,108.94,90.11,1
2376,268.5,191,87,22,123.91,123.78,122.98,1
2376,169.5,175.5,75,29,118.02,123.53,94.1,0
2376,31.5,88.5,63,19,130.27,149.47,144.85,0
2377,269,202,86,24,46.92,87.03,51.73,1
2377,233,31,152,42,142.63,219.12,167.35,0
2377,353.5,18.5,75,37,146.17,221.99,168.98,0
2378,432,456,90,26,126.79,143.79,126.79,0
2378,56.5,412.5,103,41,144.17,140.85,135.09,0
2378,190.06,414.41,119.82,45.37,46.43,38.23,36.74,0
2378,46.5,274,93,32,198.01,187.36,173.73,0
2378,468,215.5,65,22,123.85,124.67,122.29,0
2378,343,138.5,72,19,146.58,158.62,156.57,1
2378,72,25,86,32,72.76,73.5,73.04,0
2379,209,425,66,26,13.85,69.09,1.96,0
2379,102.5,354,65,24,6.4,17.6,7.61,0
2379,185.5,193.5,95,23,25.18,41.82,17,1
2379,286,144,92,40,4.91,34.86,3.38,0
2380,233.5,220,87,22,93.16,86.33,37.32,1
2380,387.09,169.69,108.02,41.05,164.58,136.47,106.73,0
2380,341.5,15,87,30,165.13,150.4,123.95,0
2381,244.5,242.5,73,25,167.02,162.57,124.07,1
2381,182,171,70,26,174.31,198.7,158.87,0
2381,311,164,74,28,121.97,134.37,118.87,0
2381,177.5,91.5,65,25,167.06,171.66,158.35,0
2381,329.5,50.5,59,23,141.53,154.92,144.76,0
2382,249,427,50,24,173.16,173.16,173.16,0
2382,30,364,50,24,186.46,175.53,155.46,0
2382,50.5,327.5,53,23,179.42,164.92,145.08,0
2382,258.5,175,69,18,132.49,155.03,151.13,1
2382,69,46,68,18,76.75,119.08,78.01,0
2382,184.5,46,101,34,90.99,127.39,118.76,0
2382,417.52,34.12,123.1,44.05,112.35,157.51,114.07,0
2383,252,178.5,82,21,104.65,136.08,113.17,1
2384,291,239,90,22,45.52,42.01,48.42,1
2384,41.5,151,83,32,237.4,236.81,236.89,0
2384,203.5,135,75,36,131.64,131,131.05,0
2385,282.7,459.1,122.06,40.48,119.83,115.89,116.18,0
2385,312.5,210.5,79,29,169.32,157.54,140.31,1
2385,258.5,125,57,26,180.42,188.68,187.2,0
2386,217,467.5,72,19,97.27,154.97,129.6,0
2386,308,443.5,56,25,99.64,170.29,150.43,0
2386,415.5,425.5,59,25,99.18,186.59,135,0
2386,347.5,410,77,36,99.08,168.9,136.41,0
2386,134,362,66,20,37.1,68.5,49.82,0
2386,406,247.5,70,31,126.81,178.81,148.81,0
2386,233.5,188.5,81,21,35.26,71.46,43.46,1
2386,52,117,104,50,177.27,192.21,170.53,0
2387,104,187.5,72,21,206.96,208.12,207.95,0
2387,233,192.5,82,39,88.83,83.32,67.77,1
2387,301,160,72,20,102.82,103.21,102.08,0
2387,320.5,121,97,48,142.5,143.21,139.32,0
2388,241,145,94,40,37.91,73.21,37,1
2388,263,95.5,118,35,54.03,92.69,54.64,0
2388,305,30.5,56,23,103.08,157.27,115.75,0
2389,261,179.5,94,23,95.86,100.74,99.98,1
2389,210.5,145.5,95,29,51.53,62.87,63.05,0
2390,268.5,146.5,83,21,153.48,146.48,153.68,1
2390,51,17.5,102,35,98.39,120.76,100.8,0
2391,280,238,78,24,61.5,63.42,45.92,1
2392,240,192,92,22,39.09,61.82,27.65,1
2392,34,137,68,26,162.94,176.8,145.55,0
2393,132.5,352.5,57,27,160.84,132.91,103.57,0
2393,74,326,74,34,219.21,207.67,172.08,0
2393,151.5,252.5,69,27,139.66,125.83,108.36,0
2393,357,146,94,26,132.22,137.95,90.39,1
2393,280,120,52,20,164.59,168.8,133.01,0
2393,448,119,62,26,122.07,114.07,74.07,0
2394,191,136,84,22,85.16,91.42,76.14,1
2394,388,115.5,88,35,122.51,127.43,106.02,0
2394,114,89,64,30,109.62,129.91,100.29,0
2395,78.5,226,77,26,106.52,137.93,112.21,0
2395,224,211.5,86,23,97,93.81,79.5,1
2395,340,152.5,66,21,116.81,113.58,98.02,0
2396,194,448.5,54,21,73.24,73.27,73.27,0
2396,73.13,447.48,139.44,51.97,84.01,88.84,95.37,0
2396,198.5,420.5,109,31,104.04,105.61,105.36,0
2396,38,299.5,66,21,76.88,87.02,115.13,0
2396,220,216.5,90,27,128.76,136.72,101.49,1
2396,165,58.5,56,19,76.81,66.64,56.36,0
2397,239,234,92,22,202.51,189.37,159.99,1
2397,275.58,182.74,155.84,33.38,185.69,199.87,185.11,0
2397,270.5,85.5,107,23,108.72,111.2,113.35,0
2398,409,415.5,72,21,147.55,169.56,146.08,0
2398,294.5,168.5,87,21,169.27,173.94,160.47,1
2399,280,222,82,24,6.02,15.36,8.47,1
2399,116.5,137.5,59,25,96.37,155.12,111.25,0
2399,39.5,128,73,28,246.7,246.7,246.7,0
2400,417.5,466.5,49,23,105.09,110.43,87.89,0
2400,175.5,337.5,53,23,86.15,74.28,112.87,0
2400,442.51,273.31,74.53,32.82,117.26,102.26,83.26,0
2400,241.5,197,91,30,110.35,124.42,102.1,1
2400,464.5,197.5,65,29,112.86,98.63,79.49,0
2400,382,149,56,22,122.44,119.12,98.11,0
2400,272,146.5,60,21,99.24,107.25,84.25,0
2401,380.5,441.5,79,21,158.98,158.98,158.98,0
2401,223.5,240,67,28,119.34,124.77,96.33,1
2401,208,148,84,28,146.02,152.68,133.41,0
2401,207.5,98,63,20,139.88,145.15,129.93,0
2402,238,203.5,80,21,87.75,98.67,83.2,1
2402,147.5,129.5,93,35,118.26,141.7,140.72,0
2402,427,84.5,80,21,98.99,93.83,87.32,0
2402,318.8,97.02,124.63,45.09,156.24,156.23,156.22,0
2403,262.5,217.5,91,25,100.55,116.79,102.6,1
2403,418.13,169.39,93.84,27.49,136.44,159.44,155.44,0
2403,76,107,84,28,209.66,233.11,214.26,0
2403,412,33.5,60,21,151.25,169.82,166.69,0
2403,358,14.5,84,29,162.61,184.27,180.54,0
2404,183,239,82,22,68.77,71.97,54.63,1
2404,325.5,17,127,34,58.77,66.77,43.77,0
2405,275.5,458.5,83,41,131.57,132.02,131.95,0
2405,395.5,417.5,67,31,154.27,174.04,154.27,0
2405,400.5,354,61,18,157.27,174.03,151.47,0
2405,198.5,190.5,89,23,200.64,210.58,181.21,1
2406,330.5,237,77,36,127.51,133.8,105.98,0
2406,203.5,181.5,83,23,65.91,76.38,23.12,1
2407,255.5,140,89,22,241.9,245.12,246.82,1
2408,283,230,92,30,103.2,112.59,94.83,1
2409,278,216.5,84,21,116.01,118.46,111.33,1
2410,250,460,84,36,26.82,30.19,29.65,0
2410,262.5,224,65,22,41.51,42.45,30.14,1
2410,355,72,110,48,114.85,116.18,115.65,0
2411,272.5,212,87,24,61.74,82.33,62.08,1
2411,386,191.5,56,25,112.89,132.91,86.36,0
2412,34,440,58,18,168.27,198.39,193.48,0
2412,213.5,424,65,24,182.16,169.6,153.55,0
2412,342,392.5,66,31,172.67,150.18,132.26,0
2412,283.5,215.5,81,23,141.79,126.71,107.92,1
2412,29.5,13,59,26,104.25,150.11,116.99,0
2413,296,182,80,24,159.75,157.23,157.62,1
2413,135,10.5,58,21,19.13,38.7,20.17,0
2414,214,246.5,76,35,61.49,63.64,33.29,1
2414,437.5,219.52,82.21,28.26,149.74,158.34,114.42,0
2415,148.5,403,57,20,21.53,25.29,24.69,0
2415,346,308,102,50,83.71,83.17,64.51,0
2415,255,223,88,24,122.73,124.16,90.38,1
2416,359.14,388.23,89.39,35.01,181.63,211.36,196,0
2416,148.53,198,101.4,23.86,75.13,63.64,27.16,1
2416,118,140,84,26,74.97,84.07,38.87,0
2416,373,127.5,118,37,213.1,219.31,202.83,0
2417,421.5,282.5,59,19,179.45,187.45,164.45,0
2417,198,261.5,66,21,117.59,98.55,82.39,0
2417,217.5,210.5,89,25,121.56,129.31,87.71,1
2417,209.5,161,117,36,111.08,123.67,85.75,0
2418,125,238.5,74,31,91.47,84.04,84.28,0
2418,229,223,118,24,91.95,101.28,77.5,1
2418,297,124.5,144,35,103.62,111.26,101.4,0
2418,315.5,39,55,22,125.4,120.9,112.52,0
2419,398.54,285.1,76.75,30.51,75.98,74.39,34.08,0
2419,237.5,189.5,81,23,102.94,92.54,81.59,1
2420,249.5,202,107,22,76.99,88.34,74.28,1
2420,294.5,13,59,26,152.79,153.17,152.07,0
2421,270.04,185.6,90.52,24.84,68.53,59.44,65.98,1
2422,37.5,353,75,26,133.54,161.27,143.76,0
2422,293,199.5,84,23,86.91,95.17,76.43,1
2423,310.5,136.5,81,21,232.08,250.12,247.58,1
2424,174.22,384.28,86.33,41.18,153.84,186.26,121,0
2424,449.5,227,55,20,137.14,173.77,69.83,0
2424,322,216,84,22,127.64,169,79.44,1
2424,419,16.5,120,33,132.3,175.84,62.62,0
2425,258.5,448,59,20,156.86,156.86,156.86,0
2425,226.38,379.82,90.73,33.52,153.26,153.26,153.26,0
2425,346.5,223,55,26,136.74,152.41,133.43,0
2425,54,174,66,24,88.17,112.48,91.81,0
2425,430.46,187.43,107.66,40.57,132.33,148.53,118.42,0
2425,191,153,90,38,90.9,103.68,87.82,1
2425,305.95,106.99,103.03,34.86,149.21,160.74,153.54,0
2425,23.5,96.5,47,23,27.67,57.1,38.99,0
2425,448.5,14,61,28,128.24,128.24,128.24,0
