image,x,y,width,height,B,G,R,label
4252,313.5,186.5,65,23,70.15,84.31,55.66,0
4252,124,103,114,50,174.74,199.75,172.92,0
4252,50.5,52.5,101,41,108.05,166.79,109.98,0
4252,427.5,20.5,103,41,144.96,150.96,96.84,0
4252,40,13,80,26,40.95,156.62,44.66,0
4253,362,174.5,166,37,124.45,144.61,148.01,0
4253,26.5,146,53,26,160.66,167.83,152.28,0
4253,195.5,135.5,93,27,64.9,76.54,82.96,1
4253,122,102,96,36,71.87,89.78,68.43,0
4253,43.5,52,87,28,140.97,162.4,130.9,0
4254,276.54,193.68,100.03,25.56,60.65,78.37,72.1,1
4254,67.5,109.5,93,43,175.52,164.85,140.68,0
4254,383.5,83,53,26,154.96,155.51,155.43,0
4255,65.87,418.15,106.68,31.55,106.57,109.12,109.43,0
4255,337,302,66,20,157.23,167.08,155.75,0
4255,227.5,140,87,22,75.51,84.46,72.95,1
4255,67,117.5,68,31,129.06,118.51,102.31,0
4256,256.5,240,89,28,91.86,97.3,55.49,1
4257,280.5,174.38,91.85,22.78,138.25,137.83,132.23,1
4257,69,133.5,106,49,136.24,132.63,123.01,0
4257,143,38,62,22,125.89,126.34,103.15,0
4257,129.5,12,87,24,107.12,120.43,92.81,0
4258,383.5,343,55,22,168,168,168,0
4258,80.5,355.5,95,47,48.07,68.74,66.31,0
4258,247.5,254.5,77,25,170.92,168.69,136.11,1
4258,86,248.5,66,25,36.66,59.14,40.62,0
4258,163,223,74,26,222.62,225.58,225.08,0
4258,15.5,213.5,103,31,39.54,48.67,47.16,0
4259,200.5,242,79,22,44.37,51.44,41.52,1
4259,36.5,116.5,63,27,114.78,122.22,108.16,0
4260,160,190,92,22,69.8,130.38,63.85,1
4261,49,451.5,66,21,158.28,145.88,131.38,0
4261,390,372.5,66,27,154.78,178.24,154.22,0
4261,360.5,246.5,83,17,175.94,180.73,166.87,0
4261,116,223,66,32,116.41,117.65,125.16,0
4261,84,190.5,52,23,85.28,80.99,78.65,0
4261,310.5,170,93,26,171.9,172.45,170.87,1
4261,357.7,128.4,152.17,42.12,173.42,175.82,168.92,0
4261,389,11,88,22,171.08,171.08,171.08,0
4262,49,466,60,26,23.02,60.43,37.36,0
4262,280,399,76,30,134.61,180.9,152.39,0
4262,309.7,372.4,126.17,39.53,125.22,177.35,142.99,0
4262,434.5,329.5,69,27,104.43,176.65,129.23,0
4262,212,306,90,40,48.96,60.01,36.02,0
4262,339.5,302,93,42,122.42,196.69,142.39,0
4262,325.5,208.5,87,27,115.41,183.21,137.51,1
4262,169.5,162.5,65,29,87.27,150.79,102.67,0
4262,193.5,119.5,75,25,22.66,56.37,38.75,0
4262,112.5,14.5,85,29,33.39,75.77,50.12,0
4263,232,430,56,20,114.38,90.13,51.43,0
4263,288.37,167.07,131.4,27.37,113.24,83.7,42.77,1
4263,181,145.5,72,21,95.67,91.96,55.91,0
4263,140.5,99,93,26,167.62,139.91,100.9,0
4264,160,470.5,78,17,82.91,99.59,93.94,0
4264,330,161,98,32,153.04,161.2,141.42,1
4265,320.5,460,109,38,117.44,120.48,112.05,0
4265,221,201,92,26,83.64,88.37,61.36,1
4265,356.73,182.43,124.04,32.26,99.07,109.41,93.31,0
4265,135.5,29.5,57,19,193.29,201.47,181.51,0
4265,275.5,11.5,67,23,158.25,175.88,153.29,0
4266,264.52,188.77,94.95,27.53,84.72,81.84,73.74,1
4266,444.5,16.5,69,33,133.24,139.17,131.8,0
4267,299.5,395.5,77,21,115.99,122.27,118.46,0
4267,233,215.5,82,31,137.36,131.94,93.17,1
4267,387.86,133.27,109.63,31.71,147.62,148.29,146.31,0
4267,169,106,60,24,181.53,187.38,198.63,0
4268,327,169,82,22,166.47,174.47,151.47,1
4268,243.74,128.87,119.48,43.2,168.66,170.8,155.32,0
4269,159.5,223.5,133,31,173.42,181.26,167.67,1
4269,345,147,82,24,114.14,124.27,104.86,0
4269,270.5,141.5,53,23,5.46,9.9,3.55,0
4269,437.5,88.5,83,39,162.28,170.29,147.25,0
4269,256,23,76,22,3.39,4.17,4.46,0
4269,425,10.5,58,21,170.25,183.1,176.51,0
4270,278,437,56,18,95.75,109.53,101.23,0
4270,244,208.5,88,25,169.6,175.64,147.5,1
4270,432.09,144.08,116.42,55.94,138.55,146.2,124.35,0
4270,89,62.5,68,23,165.61,196.76,178.6,0
4270,95,29.5,92,35,172.92,186.94,174.86,0
4271,39,419,78,30,12.12,30.65,25.01,0
4271,377,335.5,82,33,4.32,31.02,19.35,0
4271,241,221.5,136,35,17.38,56.17,57.26,1
4271,389,165.5,112,29,6.17,15.48,14.09,0
4271,447.5,135,63,20,7.82,8.9,8.6,0
4272,352.01,430.71,91.8,27.96,129.69,109.22,105.98,0
4272,314,146,106,26,152.85,130.44,132.76,1
4272,433.5,9,67,18,135.18,114.76,111.38,0
4272,230.5,10,93,20,173.19,146.52,143.07,0
4272,49,18,98,36,210.49,211.46,186.12,0
4273,175,281.5,70,19,226.46,221.95,219.35,0
4273,201,220,120,30,151.28,159.47,136.48,1
4273,338,165.5,72,29,63.97,67.09,48.67,0
4273,452,97,54,24,74.33,73.03,57.95,0
4273,202.39,97.62,123.28,37.8,165.44,166.6,153.8,0
4273,194.5,12.5,97,25,136.71,133.55,133.77,0
4274,47.5,468.5,67,21,30.69,71.6,24.63,0
4274,349,439,52,20,127.38,122.14,81.58,0
4274,205,145,104,26,102.7,108.7,96.18,1
4274,168.5,69.5,71,35,178.27,178.77,178.55,0
4275,282,212,110,24,117,121.85,108.96,1
4275,120.01,178.41,122.79,60.13,150.94,153.41,137.37,0
4275,180.24,75.78,123.15,41.8,134.83,154.49,132.16,0
4276,329.5,397.5,87,25,171.72,174.97,168.45,0
4276,228,234,86,28,138.57,148.74,189.2,1
4276,318.5,100.5,81,21,79.82,86.42,94.08,0
4276,51.57,94.83,89.34,27.86,77.15,172.38,94.75,0
4276,336,45,86,20,143.23,149.75,131.93,0
4277,285,209,92,28,102.77,108.25,107.33,1
4277,321,12.5,52,25,195.5,195.5,195.5,0
4278,394,386.5,72,29,180.78,202.18,180.91,0
4278,155.67,377.01,98.5,28.06,93.51,77.89,70.58,0
4278,266,176,98,24,65.93,60.67,54.23,1
4279,344.5,463.5,93,31,163.57,163.57,163.57,0
4279,454.5,427,49,22,161.69,172.82,161.7,0
4279,215.5,231.5,95,21,212.41,218.81,194.04,1
4279,372,59.5,108,53,160.39,160.39,160.39,0
4280,265.5,195,85,24,68.9,79.34,82.48,1
4280,61,57,122,54,129.89,161.03,133.71,0
4281,237.5,224,111,24,142.7,107.25,78.43,1
4282,64,217,72,24,142.41,140.34,137.77,0
4282,131.5,186,55,26,80.73,66.11,58.74,0
4282,281,153.5,94,23,102.92,104.57,104.32,1
4282,434.01,146.1,83.39,22.97,93.84,105.13,83.05,0
4282,380.82,97.48,109.38,46.5,181.69,187.34,171.58,0
4283,190.37,150.47,139.12,48.83,99.65,110.11,85.01,1
4283,364,55,88,38,124.09,117.05,98.99,0
4283,319,13,56,26,112.11,116.73,103.39,0
4283,261.5,11,51,22,109.66,122.87,100.37,0
4284,125,462,128,34,10.8,26.72,10.8,0
4284,410.5,357,69,30,190.18,196.28,178.69,0
4284,188.69,240.15,135.82,30.48,127.6,144.05,129.13,1
4284,65.5,223,93,38,0.34,0.34,0.33,0
4284,396.97,17.77,109.43,32.78,162.31,159.17,144.77,0
4284,53,11,106,22,87.53,140.92,81.11,0
4285,204,467,62,24,144.91,145.79,143.21,0
4285,198.5,138.5,73,23,149.18,156.18,155.02,1
4286,439.5,287,63,26,166.58,174.58,151.58,0
4286,300,263.5,68,23,101.11,98.43,84.42,1
4286,228.5,196.5,79,35,152.96,164.01,139.34,0
4286,398,192,80,36,167.67,174.75,154.39,0
4287,49,446,88,26,91.62,118.53,107.56,0
4287,322,191.5,94,45,147.96,147.83,146.35,1
4287,209.5,184.5,95,39,58.11,70.32,63.33,0
4288,94,458.5,66,27,133.07,129.02,111.13,0
4288,424.5,460.5,109,37,146.12,165.27,131.8,0
4288,161,223,72,26,94.15,94.29,88.79,1
4288,123.5,189,76.48,25.14,73.37,68.05,60.21,0
4288,393,114.5,78,27,191.32,191.32,191.32,0
4288,62.35,68.91,108.9,45.6,137.67,165.21,148.93,0
4289,179.5,226.5,67,27,103.82,91.18,71.74,1
4290,31.37,342.7,80.92,37.18,114.38,127.92,146.4,0
4290,371.5,250,83,40,138.01,121.43,102.66,0
4290,187,163.91,101.48,32.37,162.39,158.78,125.04,1
4291,351,225.5,66,21,38.78,36.72,35.38,0
4291,233.5,224.5,99,25,92.88,100.64,68.54,1
4291,332,166,50,24,28.81,28.52,28.57,0
4292,31.5,377,63,24,233.09,234.15,233.57,0
4292,237,237,98,26,89.56,91.1,59.86,1
4292,402,182.5,62,25,105.46,133.18,110.78,0
4292,26.5,12,53,24,106.12,148.65,117.48,0
4293,215.5,273,127,26,65.02,64.88,58.97,1
4293,247.5,194.5,93,27,74.19,83.88,62.06,0
4293,285,42.5,84,37,145.66,154.59,170.36,0
4294,226.5,208.5,89,27,177.67,172.63,137.67,1
4295,428.5,306,101,42,126.12,162.98,96.24,0
4295,278.5,187.5,111,25,41.61,77.66,32.48,1
4295,124,199,102,48,164.51,194.09,134.52,0
4295,275.5,128.5,99,33,78.55,129.03,64.02,0
4295,380,127,96,40,94.09,144.39,85.61,0
4295,81,68.5,80,23,120.39,158.89,87.78,0
4295,40,42.5,80,37,122.9,193.74,107.87,0
4296,384.5,320.5,87,23,110.96,106.02,96.2,0
4296,261.5,226,81,24,63.56,71.1,54.59,1
4296,440.5,214,57,26,70.88,75.96,58.51,0
4296,329,94,70,24,166.41,153.15,133.84,0
4297,214.36,225.4,121.77,30.09,16.49,49.34,13.34,1
4297,64.5,197,105,40,43.97,104.14,67.65,0
4298,148.5,398,57,22,134.38,139.91,133.03,0
4298,230.5,225.5,103,37,109.11,111.88,90.19,1
4298,324.5,13.5,47,23,109.9,120.32,118.57,0
4299,254.5,146,101,24,144.09,130.73,117.94,1
4299,215.5,62,57,22,114.31,101.94,82.48,0
4300,266,221.58,86.55,24.79,170.51,170.55,147.31,1
4301,197,361,84,24,105.43,103.71,99.72,0
4301,294,207.5,106,45,78.18,78.48,76.43,1
4301,356,170.5,72,19,139.45,163,135.11,0
4301,273,168,72,24,62.81,68.92,63.49,0
4301,372.05,28.11,154.28,48.95,175.09,177.09,175.17,0
4302,301,397,74,32,136.24,142.73,126.55,0
4302,429.99,301.24,100.5,40.7,126.41,160.79,109.23,0
4302,156.47,269.65,89.06,35.11,74.24,73.9,61.25,0
4302,125,220,90,30,127.96,117.31,112.39,1
4302,289,161,104,44,119.17,138.18,112.59,0
4302,234,125,87.17,33.63,67.18,74,33.82,0
4302,326.73,62.99,83.49,34.43,148.11,157.19,141.35,0
4303,108.5,371.5,85,39,146.16,142.4,139.98,0
4303,165.5,212,105,28,93.74,98.3,68.59,1
4304,116,324,54,20,217.9,207.8,199.17,0
4304,268,197,102,24,94.74,96.42,75.32,1
4304,419.59,198.89,122.7,44.97,121.9,136.21,96.91,0
4304,264.5,164.5,61,25,61.22,64.62,42.11,0
4305,313,197,94,26,94.72,113.77,110.53,1
4305,193.5,8,73,16,48.28,72.72,69.98,0
4305,81.5,19,107,38,28.24,58.29,46.01,0
4306,224,179,86,28,151.87,170.59,110.11,1
4306,320.5,167.5,77,29,113.6,142.2,60.47,0
4306,436.5,149,85,38,146.62,178.38,78.72,0
4307,229.5,214,101,44,66.46,53.11,36.05,1
4307,97.12,181.01,130.63,52.35,180.98,165.59,156.08,0
4307,148.5,133.5,69,21,101.63,115.62,74.68,0
4307,414.5,130.5,63,21,93.18,57.54,41.51,0
4308,304.5,209.5,95,27,112.52,112.81,107.38,1
4308,142,197,74,24,148.12,148.29,139.37,0
4308,369.49,156.15,98.2,25.1,148.44,148.44,148.43,0
4308,260,119.5,118,41,164.26,174.79,159.98,0
4309,174,283.5,50,23,12.31,12.15,5.84,0
4309,295,289.5,102,41,3.49,20.56,2.63,0
4309,174,254,52,22,5.24,9.67,5.04,0
4309,309.01,200.58,146.81,35.13,1.65,17.58,1.53,1
4309,44,191,88,40,23.12,39.03,14.24,0
4309,325,161,54,22,3.17,4.4,1.9,0
4309,225.5,13.5,93,27,7.09,34.02,6.54,0
4310,204,221,102,42,96.92,99.43,81.53,1
4310,161,183.5,88,23,125.09,150.88,130.7,0
4311,252,213.5,98,25,40.44,52.43,15.63,1
4311,131.5,140,51,22,91.26,121.95,93.48,0
4311,91.5,83.5,95,39,145.97,162.84,137.65,0
4311,269,69.5,84,23,118.4,131.81,117.81,0
4311,260.5,14,99,28,158.43,164.42,150.81,0
4312,205,419,106,34,139.61,134.04,130.91,0
4312,189,192,94,24,114.02,95.25,63.38,1
4313,201.5,228.5,97,27,102.18,122.1,100.97,1
4313,225.5,118,67,18,153.64,175.2,172.34,0
4314,228.5,347.5,57,25,44.69,36.97,40.03,0
4314,417.5,295.5,83,25,153.86,133.15,119.09,0
4314,198.98,222.03,96.42,25.61,121.3,113.13,93.28,1
4315,106,465.5,62,27,123.01,111.7,104.84,0
4315,297.7,446.72,104.38,38.35,70.42,69.94,67.23,0
4315,204.66,356.96,105.53,41.31,165.34,157.19,147.42,0
4315,448.5,294,61,20,112.02,111.39,90.14,0
4315,234,218.5,88,25,214.53,213.82,178.08,1
4316,370.5,291.5,59,29,154.55,147.49,127.12,0
4316,231.5,250,107,22,100.56,97.58,81.24,1
4316,229.5,222.5,71,25,92.95,111.85,67.33,0
4317,240.5,229.5,99,37,150.97,148.19,112.14,1
4317,63,169,54,24,197.39,197.39,197.39,0
4317,194.5,95,59,28,63.39,104.14,71.55,0
4317,38.5,86,55,26,204.19,204.19,204.19,0
4317,52.5,44,59,22,150.63,189.52,150.64,0
4318,384.5,189.5,63,27,147.69,156.27,129.92,0
4318,249,188.5,96,29,118.11,124.1,116.71,1
4318,333.5,158,61,30,155.61,156.55,153.8,0
4318,83,32,66,28,74.18,108.28,91,0
4319,374.8,465.65,120.22,28.06,105.34,105.39,105.23,0
4319,260.5,225.5,97,25,73.32,81.34,58.33,1
4319,213.5,129.5,99,25,113.28,107.95,102.49,0
4319,112.5,128,83,28,169.15,189.7,169.35,0
4320,257,205.5,90,27,34.4,51.7,25.01,1
4321,233,202,86,24,119.09,174.28,110.04,1
4321,165.62,164.38,105.76,30.02,76.49,135.33,69.3,0
4321,169,104.5,64,29,18.77,81.83,24.54,0
4322,206,213.5,106,25,108.84,85.41,43.63,1
4322,158.59,177.83,149.21,30.75,154,107.82,52.55,0
4323,118,340.5,88,37,169.96,156.54,166.22,0
4323,233,190.5,106,25,134.55,129.01,116.7,1
4323,76.5,169,81,26,140.29,111.97,136.01,0
4323,152,153.5,52,21,147.01,176.93,146.05,0
4324,118.5,206,57,22,138.81,146.53,122.45,0
4324,250.5,203.5,97,27,53.4,61.15,48.21,1
4324,243,175.5,54,19,43.42,47.62,42.14,0
4324,445.04,77.32,68.96,19.55,57.4,61.66,60.96,0
4325,150.5,465.5,85,27,93.03,104.67,102.44,0
4325,227.5,270,61,28,127.55,134.02,131.57,0
4325,310,201,56,26,125.55,135.36,125.55,0
4325,295.5,136.46,99.54,24.59,150.75,151.39,149.51,1
4325,100.5,136,53,24,201.31,205.68,223.89,0
4325,184.5,81.5,79,29,131.2,144.1,122.4,0
4326,161,364,94,44,174.35,132.64,85.26,0
4326,217.64,224.44,136.69,28.3,215.27,194.69,146.64,1
4326,84.5,209,109,26,203.27,176.2,131.45,0
4326,441,141,76,36,234.05,207.84,147.82,0
4326,61,108.5,122,37,195.57,177.43,110.2,0
4327,236.5,249.5,101,23,117.5,110.71,78.48,1
4327,243,218.5,54,23,97.82,113.83,43.48,0
4328,253.5,203,97,26,152.84,160.03,150.24,1
4328,231.5,89.5,63,21,96.09,108.74,106.6,0
4328,258.5,15.5,69,25,141.07,163.21,158.73,0
4328,424.5,14,73,28,158.14,180.31,176.47,0
4328,160,12.5,60,25,67.4,68.72,68.51,0
4329,302,468,82,20,249.41,250.38,247.45,0
4329,166,468.5,56,21,254.39,254.39,254.39,0
4329,91.5,417,77,18,236.82,221.99,207.09,0
4329,232,348.5,108,47,235.82,232.25,224.21,0
4329,217.98,233.85,83.39,25.47,149.76,145.34,113.95,0
4329,215.5,158,91,22,138.57,108.31,88.64,1
4329,263,11,78,22,204.97,182.17,162.72,0
4330,242.5,172,101,24,65.75,83.7,58.34,1
4330,258.5,129,51,24,99.26,122,103.76,0
4331,387.5,427,51,24,170.15,151.75,142.5,0
4331,147,325.5,60,27,128.29,113.52,99.64,0
4331,40,322.5,70,29,121.57,131.77,117.54,0
4331,27.5,284,55,24,106.71,136.26,125.46,0
4331,89,245,104,34,110.8,127.93,121.02,0
4331,255,218,80,30,117.91,112.71,93.21,1
4332,422.5,208,93,32,113.59,99.68,80.48,0
4332,263.9,177.63,108.57,25.64,93.45,93.51,90.42,1
4332,151.5,168,71,30,77.58,105.01,91.35,0
4333,205,226.5,82,27,209.02,223.1,197.3,1
4333,355.5,110,55,24,184.93,189.56,188.81,0
4333,86,16,92,24,32.4,66.82,46.48,0
4333,467,27,54,24,128.51,113.26,95.36,0
4334,231.5,183.5,95,25,115.14,105.8,80.99,1
4334,39.5,35.5,79,27,160.36,192.5,165.48,0
4335,264.5,225.5,131,27,110.17,118.23,93.73,1
4335,327,166,64,26,94.15,83.47,68.53,0
4336,296.97,212.87,98.84,25.42,78.29,77.94,77.75,1
4336,189.13,187.55,98.55,22.22,166.14,175.98,148.83,0
4336,258.5,162,75,24,75.03,77.09,72.23,0
4336,111,151.5,108,37,106.29,130.03,113.68,0
4337,371.5,465,61,28,146.76,129.22,132.21,0
4337,327.5,193,91,26,146.59,130.74,125.31,1
4337,353.74,125.94,122.54,38.32,168.7,147.96,146.43,0
4338,282,199,96,24,88.65,84.48,81.5,1
4338,107.5,129.5,81,35,133.38,150.72,130.13,0
4338,53.5,15,107,30,102.39,135.89,104.02,0
4339,186,470,66,18,60.13,72.86,71.81,0
4339,52,362,88,34,124.79,127.54,127.09,0
4339,325,215,138,28,95.22,99.79,91.32,1
4340,232,189.5,72,23,147.62,153.5,133.26,1
4340,29,10.5,58,21,89.28,111.85,102.33,0
4341,72.78,451.3,81.73,40.7,167.85,169.99,169.66,0
4341,236,357.5,52,23,200.91,198.45,195.57,0
4341,239,216.5,126,29,96.29,96.95,75.06,1
4341,39.42,154.73,82.13,32.24,59.32,86.26,81.87,0
4341,405.5,55.5,75,25,111.16,128.74,116.54,0
4341,92.5,34.5,63,27,92.02,109.6,104.32,0
4342,197,183.5,72,21,98.55,100.11,65.41,1
4342,331.42,147.02,119.72,33.07,145.77,152.45,133.2,0
4343,281,212.5,90,29,129.18,108.84,98.14,1
4343,454,162.5,48,23,195.24,180.24,161.24,0
4343,308.5,19,103,38,184.26,170.81,152.04,0
4344,192.57,277.24,123.9,26.5,90.41,76.85,72.79,1
4344,416.52,168.79,78.33,22.56,145.9,146.4,136.07,0
4344,78.5,136,67,26,103.84,124.06,120.75,0
4344,373,106,58,22,72.62,55.05,56.9,0
4345,445,358,52,24,89.71,145.81,103.55,0
4345,158.5,351.5,55,25,58.89,87.44,56.14,0
4345,212,327.5,80,25,53.63,60.52,40.51,0
4345,296,194.5,90,39,49.42,96.9,52.23,1
4345,439.5,157,79,34,89.64,147.47,96.63,0
4346,236.5,202.5,81,27,138.27,138.87,97.05,1
4347,311.07,419.41,88.12,30.41,144.86,144.02,144.15,0
4347,192,421.5,140,37,132.51,127.97,128.49,0
4347,165.5,357.5,65,29,175.91,167.08,168.52,0
4347,208.5,219,91,28,72.41,73,51.42,1
4347,246.5,33.5,97,29,115.61,115.95,124.83,0
4347,434,11.5,90,23,237.44,241.24,230.23,0
4348,219,237,88,30,123.62,130.74,100.88,1
4348,61.5,18.5,83,31,202.14,207.79,192.71,0
4348,387,13.5,58,27,172.93,176.32,156.45,0
4349,224,226,86,24,116.52,117.73,75.12,1
4349,253.97,201.03,112.47,25.02,114.85,122.38,85.1,0
4349,314.5,50.5,95,35,194.71,197.91,191.27,0
4350,341.5,470.5,75,17,149.77,191.01,153.02,0
4350,175.5,465.5,69,27,57.45,92.21,52.72,0
4350,200.5,431.5,61,21,36.19,50.88,22.26,0
4350,45.48,395.65,98,47.67,73.72,112.62,80.37,0
4350,379,140.5,82,21,108.54,167.54,116.54,1
4350,216.08,101.98,77.08,25.4,130.99,188.33,142.3,0
4350,269,15.5,56,23,123.17,181.42,132.67,0
4351,241.5,217,105,24,109.77,90.21,49.93,1
4351,448.5,155,61,26,168.48,139.48,102.48,0
4351,174.5,151.5,75,21,112.02,109.13,88.47,0
4351,37,144,68,22,167.87,126.38,91.52,0
4352,232.5,217,91,26,144.1,152.82,127.08,1
4352,42,142,58,26,87.45,103.72,92.64,0
4353,373.82,151.36,124.92,28.97,126.18,139.48,116.85,1
4354,385.5,391,63,20,154.05,178.34,154.05,0
4354,399,274.5,60,25,167.58,172.38,158.54,0
4354,239,148.5,90,31,42.07,46.57,44.05,1
4354,109.5,93.5,65,29,49.98,75.08,51.29,0
4354,439.03,33.53,81.97,31.88,165.58,179.2,176.89,0
4355,231,236.5,100,27,59.86,54.2,22.66,1
4356,79.5,296.5,123,39,91.09,124.9,94.85,0
4356,284,170.5,88,27,22.35,97.01,44.64,1
4356,75.5,122.5,71,25,25.4,46.06,28.84,0
4356,403.5,111.5,83,23,13.5,82.13,29.37,0
4356,237,87,52,24,14.73,72.21,29.89,0
4357,254,213.5,90,25,121.75,131.08,106.4,1
4357,66,160.5,102,41,57.3,89.56,84.25,0
4357,317.5,92.5,73,29,79.08,80.74,80.33,0
4358,258.5,222,87,34,84.64,88.32,63.06,1
4358,370.83,200.63,95.19,28.25,186.47,175.79,156.04,0
4358,266.5,187.5,53,21,98.83,104.33,78.95,0
4358,224,27.5,102,29,89.36,83.63,65.67,0
4359,299.5,467,55,20,179.19,179.47,179.43,0
4359,147.07,454.77,95.21,27.7,183.17,160.99,145.59,0
4359,318,440,72,26,176.06,176.41,176.36,0
4359,393.76,367.71,86.34,36.91,159.24,175.95,159.24,0
4359,329.5,190,89,40,174.82,174.96,174.55,1
4359,227,162.5,48,23,126.13,127.03,116.88,0
4360,290.67,238.47,90.25,24.27,46.77,48.61,43.76,1
4360,447.5,183,55,22,112.42,118.96,103.21,0
4361,168,381.5,48,23,97.68,153.77,164.85,0
4361,204.5,223.5,85,27,160.57,155.38,121.52,1
4361,78.5,11,67,22,247.51,246.5,246.53,0
4362,353.5,163,125,42,198.07,215.24,194.42,1
4362,188.5,53.5,53,21,184.9,195.53,175.91,0
4362,354,15,128,30,199,215.73,210.3,0
4363,220.23,206.27,118.67,26.99,79.22,97.52,71.45,1
4363,291.5,92.5,55,23,107.63,130.62,126.63,0
4363,373.5,49,81,36,127.17,154.15,137.5,0
4364,160.54,421.86,83.64,30.07,119.29,119.24,118.61,0
4364,236,184.5,92,43,33.76,35.21,25.89,1
4365,201,410.5,72,31,102.43,142.7,147.48,0
4365,260.5,204.5,105,27,63.16,82.59,33.02,1
4366,260.5,216,79,22,76.84,82.68,70.42,1
4366,288.5,136.5,61,21,153.24,157.81,149.96,0
4366,407.5,137.5,77,33,189.16,192.82,179.75,0
4367,264,158,96,22,71.07,59.39,41.08,1
4367,254,10.5,70,21,177.95,200.83,182.53,0
4368,258.5,461.5,83,35,150.59,123.06,95.37,0
4368,395.5,263.5,55,21,161,201.14,190.27,0
4368,214.5,169.5,105,27,113.65,106.98,92.73,1
4369,226.5,225.5,87,25,77.81,89.87,68.27,1
4369,48,211.5,60,17,172.87,204.4,198.49,0
4369,461.5,228.5,81,35,94.1,99.8,80.33,0
4369,39.94,15.91,82.89,31.64,171.43,195.05,171.37,0
4370,430.68,450.95,104.56,47.35,128.47,133.49,126.11,0
4370,408,262,64,24,142.32,118.85,122.91,0
4370,251.5,206,95,26,166.4,128.59,139.81,1
4371,283,349,76,34,154.04,143.48,147.03,0
4371,254.5,246,85,26,159.55,157.27,139.28,1
4371,70.5,227,93,32,100.42,93.83,100,0
4371,72.5,150.5,55,25,114.92,114.92,114.92,0
4371,304,97.5,102,35,114.89,110.85,113.76,0
4371,403.5,85,75,24,69.52,77.4,95.69,0
4371,413.85,40.14,119.56,42.41,71.51,76.14,94.49,0
4371,104.5,15.5,81,31,97.01,98.99,99.66,0
4372,220.5,213.5,105,25,71.99,78.28,56.94,1
4372,278.5,163,53,20,50.06,50.06,50.06,0
4372,332,41,134,44,71.87,77.23,78.07,0
4373,263.5,198.5,93,25,0.6,0.91,0.68,1
4373,215.07,117.78,119.02,46.32,42.21,53.17,55.47,0
4373,162,79,68,26,83.6,93.25,66.75,0
4374,200.99,266.92,112.38,25.53,178.31,167.68,129.45,1
4375,148,467.5,50,23,92.35,93.76,90.26,0
4375,280,464.5,80,23,65.36,85.59,84.4,0
4375,74,360,64,26,147.79,105.35,75,0
4375,320,274,58,26,69.3,69.94,68.09,0
4375,229.5,226.5,107,29,109.03,110.37,87.44,1
4376,233,149,130,40,80.65,67.33,55.66,1
4377,254.5,222,103,28,130.62,131.54,105.07,1
4377,108,196.5,60,23,125.65,154.34,138.89,0
4378,19,232.5,85,38,96.21,127.44,118.83,0
4378,263.5,200,89,28,147.48,134.68,120.62,1
4378,163,194.5,66,29,153.19,157.75,130.88,0
4378,168.5,131,57,18,175.27,182.72,156.74,0
4378,158,12,58,24,214.92,210.7,200.2,0
4379,259.5,179.5,101,25,1.07,2.36,1.11,1
4379,196,106.5,54,23,0.02,0.04,0.02,0
4379,267.5,101.5,69,27,0,0,0,0
4379,131,92.5,84,37,2.81,14.64,2.98,0
4379,182.5,59.5,59,25,0,0,0,0
4379,401.99,36.04,98.85,31.44,0,0,0,0
4380,419.5,210,95,32,112.99,115.29,49.08,0
4380,253.5,205.5,111,43,22.69,31.76,11.95,1
4381,376.92,408.01,82.68,27.58,74.13,89.49,74.13,0
4381,308.5,387.5,101,39,84.67,84.67,84.67,0
4381,265.5,196,141,30,69.1,76.44,66.03,1
4381,453.43,195.46,70.14,33.96,67.62,72.23,58.85,0
4382,206,218.5,98,27,133.65,157.98,136.16,1
4382,413.5,19.5,81,39,77.69,100.57,96.59,0
4383,409,418.5,50,21,115.31,148.83,117.78,0
4383,177,384,76,30,70.3,75.71,72.5,0
4383,230,216,98,24,56.36,62.65,42.02,1
4383,140.5,81.5,67,17,122.77,119.5,119.16,0
4383,322.5,14.5,67,25,160.57,168.51,167.15,0
4384,188,204,98,38,173.95,165.32,132.38,1
4384,146.5,13.5,55,27,57.37,61.69,58.85,0
4385,33,406,56,20,76.45,96.54,86.34,0
4385,95.5,180.5,71,25,99.19,99.58,99.45,0
4385,296.5,165,69,22,151.75,151.75,151.75,1
4385,57.85,114.89,122.43,40.71,178.11,191.25,167.22,0
4385,342.5,55,53,20,134.29,137.42,136.92,0
4386,286.62,363.3,130.2,48.71,128.8,128.99,118.68,0
4386,268.88,214.68,88.87,33.15,148.06,142.64,124.16,1
4386,52.05,93.34,122.88,41.62,52.45,74.05,56.01,0
4386,172.74,96.96,131,37.43,118.44,122.88,101.2,0
4386,50.5,9.5,95,19,39.56,78.49,44.67,0
4387,221.11,137.27,104.12,26.22,97.39,103.32,99.67,1
4387,360.5,130,105,42,159.97,162.84,154.54,0
4387,122.5,48.5,67,29,137.21,148.46,137.64,0
4387,115.5,9.5,75,19,176.32,176.6,175.77,0
4388,41.5,468,49,22,166.79,167.28,165.84,0
4388,159.49,420.53,109.76,34.72,106.91,105.28,100.43,0
4388,190,381,50,24,58.18,58.32,55.92,0
4388,292.5,286.5,59,25,133.49,159.43,133.49,0
4388,241,199.5,92,25,84.82,94.4,81.66,1
4388,392,120.5,78,37,160.31,181.53,153.36,0
